timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,871,34,1547,936,-554,132
10,956,-103,1518,632,-246,18
20,959,25,1620,424,-50,-183
30,1036,81,1752,235,6,-183
40,1027,135,1692,19,-33,-92
50,1045,170,1725,81,9,-29
60,1009,211,1638,38,122,-48
70,1093,140,1564,156,172,1
80,1010,35,1567,128,395,-94
90,1014,105,1936,242,519,-151
100,1049,133,2040,26,187,-186
110,1009,176,1908,-68,149,-173
120,990,230,1927,-70,39,-103
130,1020,226,1786,-102,14,22
140,972,249,1728,-146,117,-34
150,1002,197,1762,-173,71,38
160,993,51,1606,-328,186,51
170,1022,-25,1566,-552,383,-166
180,1076,87,1822,-394,428,-242
190,1020,58,1830,-427,83,-141
200,998,84,1658,-372,276,-156
210,963,91,1746,-356,183,-178
220,926,-40,1445,-525,176,-146
230,828,83,1437,-640,512,-325
240,850,100,1369,-873,523,-296
250,697,-243,786,-1634,668,-366
260,615,155,521,-2314,1764,-563
270,365,718,1400,-2165,2613,-9
280,417,284,1858,-2127,2158,268
290,267,384,1523,-2250,2386,634
300,0,589,1187,-2588,2868,998
310,-91,691,1623,-2703,3160,1700
320,-264,413,1665,-2922,3077,2563
330,-213,79,2097,-3277,2963,3182
340,-349,-243,2427,-2919,2720,3577
350,-680,-510,2945,-2192,2111,3827
360,-611,-797,2835,-1863,2210,3894
370,-827,-477,2243,-2007,2119,4104
380,-637,-762,2863,-2128,1189,4334
390,-596,-1640,3650,-2169,262,4492
400,-602,-2467,3545,-1694,-812,3859
410,-615,-2014,2879,-1222,-1265,3074
420,-800,-1072,2340,-854,-1417,2959
430,-710,-890,2048,-591,-1697,2888
440,-514,-800,2449,-494,-2060,3337
450,-470,-1197,2619,-36,-3172,3438
460,-471,-1792,2209,705,-3363,3116
470,-294,-2274,1923,993,-3441,2564
480,49,-2554,1890,920,-3537,1490
490,-47,-2336,2053,241,-4347,1050
500,-31,-1866,1961,108,-4744,90
510,59,-1682,1791,320,-5385,-221
520,-24,-1904,1680,616,-5361,-258
530,-165,-1864,1448,557,-4886,-650
540,-78,-1727,1028,633,-3836,-1116
550,329,-2019,1090,257,-3184,-1833
560,140,-1583,258,383,-2364,-2105
570,343,-1549,472,340,-1089,-2817
580,369,-1195,410,191,-674,-3139
590,341,-1148,205,129,192,-3297
600,369,-1250,258,46,1120,-3717
610,253,-1173,457,-194,1880,-3976
620,150,-1289,608,-96,2665,-4561
630,-158,-1068,637,-192,3325,-5059
640,-306,-597,516,-85,4038,-5074
650,-468,-595,-75,-24,4704,-4885
660,-634,-808,-708,-383,6537,-5351
670,-1776,1256,1307,-238,8289,-5369
680,-1574,1473,3184,-402,7262,-3657
690,-1251,1572,3635,-94,6223,-2238
700,-981,474,3344,426,4935,-1583
710,-976,578,2348,-759,5149,-1747
720,-820,581,3432,-1485,3751,679
730,-708,14,3261,-1600,2271,-1940
740,-962,-496,3830,-1375,1553,280
750,-1022,167,2691,-1422,916,-759
760,-880,348,3252,-1002,192,-364
770,-665,-344,2362,-473,36,-49
780,-538,-565,2499,-241,96,45
790,-443,-675,2530,22,-138,76
800,-448,-658,2256,176,-298,-78
810,-521,-514,2197,299,-416,-183
820,-616,-390,2433,497,-444,-225
830,-631,-211,2381,676,-879,-23
840,-524,-515,1320,594,-779,-107
850,-527,-266,1535,311,-279,-90
860,-549,-273,1800,102,-294,59
870,-430,-436,1772,139,4,80
880,-446,-498,1860,230,42,76
890,-431,-535,1871,245,-24,41
900,-489,-538,1932,236,-50,-29
910,-554,-412,1911,263,-140,21
920,-557,-375,2001,228,-77,-13
930,-616,-290,1877,121,-89,-4
940,-539,-284,2090,7,-94,4
950,-532,-352,2141,-16,-217,10
960,-535,-379,2137,18,-211,20
970,-480,-461,2024,124,-350,-41
980,-452,-427,1933,105,-295,-82
990,-452,-442,1987,63,-227,-2
