timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,172,-267,1901,-29,21,0
10,177,-237,2030,-18,78,-50
20,177,-203,2057,-13,45,1
30,159,-254,1950,-19,73,-139
40,202,-264,2045,-57,169,-34
50,181,-178,2099,-62,125,-34
60,182,-139,2165,-33,62,215
70,137,-263,2095,-64,-22,35
80,124,-301,2072,-47,81,-30
90,144,-359,2174,-58,-38,-27
100,121,-294,2065,-102,-30,-33
110,128,-267,2116,-96,-58,-27
120,142,-275,2041,-127,-38,50
130,148,-211,1919,-120,-49,86
140,160,-228,2001,-91,-29,44
150,145,-249,1937,-91,-23,13
160,167,-226,1957,118,-48,-27
170,94,-265,1694,-132,86,66
180,151,-211,1734,-237,41,78
190,103,-253,1752,-409,27,159
200,146,-113,1700,-387,163,225
210,0,-62,1481,-384,206,286
220,-28,154,1548,-575,225,431
230,-38,405,1286,-858,597,646
240,-85,498,1289,-1456,698,1076
250,-104,546,1554,-1881,515,1428
260,-207,387,1653,-2290,599,1788
270,-174,-41,2117,-2807,75,2328
280,-323,-167,2160,-3323,-4,2396
290,-399,-17,2665,-3121,-236,2358
300,-216,-1173,2902,-2801,-264,3526
310,-227,-1610,2832,-2312,-77,2889
320,-31,-2075,3065,-1663,-642,2199
330,-159,-1827,2628,-1240,-875,2010
340,-62,-1677,2097,-1749,-939,1978
350,-26,-2112,2115,-1605,-980,1664
360,26,-2135,2172,-1585,-953,1486
370,121,-2375,2419,-1247,-1249,1061
380,18,-1868,2376,-733,-1500,758
390,66,-1696,2370,-156,-2005,554
400,-14,-1749,1959,275,-2259,602
410,53,-2051,1859,685,-2589,190
420,1,-2170,1274,1067,-2095,11
430,0,-2186,1439,1312,-1726,-734
440,3,-1986,1414,1524,-1597,-1225
450,-32,-1608,1301,1420,-1378,-1666
460,4,-1361,1249,1523,-1232,-1601
470,168,-1530,1136,1676,-1113,-1906
480,151,-1706,744,1631,-851,-2228
490,120,-1554,548,1591,-844,-2345
500,12,-1358,-70,1211,-176,-2751
510,-40,-1198,-38,786,780,-2977
520,-78,-945,606,527,1147,-2982
530,-184,-552,470,556,1599,-3062
540,-319,-327,528,811,2135,-1969
550,-374,-265,-138,505,2722,-2070
560,-586,198,438,166,3868,-1601
570,-347,12,1815,380,3480,-1513
580,-260,259,2524,-255,3333,-1053
590,-175,126,2825,-60,2321,-823
600,-290,138,2332,68,2270,28
610,-102,23,3025,121,2037,-292
620,-144,-231,2666,-202,1621,-457
630,-113,-347,3158,-442,1471,382
640,1,-331,3458,139,786,367
650,21,-123,3415,603,-275,607
660,-183,-141,2425,536,-222,143
670,-66,-246,2622,622,98,-163
680,-17,-302,2623,435,-168,40
690,-12,-255,2354,341,-85,-63
700,97,-403,2244,37,187,-65
710,72,-346,2460,-178,-143,-68
720,69,-370,2366,-55,-13,-109
730,-18,-417,2197,-102,-146,-59
740,-50,-394,2017,-110,-54,18
750,-114,-379,1958,-188,-91,67
760,-95,-464,1798,-137,110,105
770,-93,-512,1992,-98,193,142
780,-60,-511,1847,-137,272,179
790,9,-612,2013,-201,156,169
800,-82,-639,1967,-118,35,78
810,-71,-595,2027,-143,-86,88
820,-158,-634,1686,-118,20,8
830,-161,-558,1891,-146,284,-52
840,-119,-470,2188,-45,156,11
850,-136,-545,2209,143,152,63
860,-116,-531,2097,212,92,-20
870,-90,-561,2100,140,-101,-65
880,-149,-531,1805,-8,96,-63
890,-96,-488,1932,-5,-40,11
900,-92,-520,2086,17,70,-57
910,-124,-529,2070,69,50,-91
920,-81,-556,2102,126,19,-37
930,-98,-536,2075,162,10,-102
940,-71,-513,2013,116,-18,-24
950,-92,-502,1955,3,1,65
960,-101,-468,1978,-30,31,34
970,-98,-516,1996,-2,13,-16
980,-100,-487,1968,-8,-85,-40
990,-62,-504,1971,32,20,-18
