timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-93,-139,2103,-159,-10,184
10,-47,-112,2094,-185,-26,123
20,-107,-70,2092,-139,-88,194
30,-79,-171,2061,-150,-44,178
40,-174,-219,2222,-3,17,71
50,-171,-238,2294,-4,-240,20
60,-161,-205,2164,-45,-278,-31
70,-135,-134,2178,17,-354,3
80,-71,-355,2052,-315,-584,93
90,-4,-115,1742,604,-60,119
100,6,-373,2085,346,-24,-150
110,-101,-207,1974,370,-244,74
120,-174,-470,1886,442,9,-162
130,-127,-409,2073,267,92,-439
140,-111,-337,2105,383,-245,-296
150,-65,-460,1869,495,-109,-478
160,-1,-558,1553,453,22,-628
170,-75,-405,1498,484,653,-1083
180,35,20,1759,298,329,-916
190,170,-34,913,173,730,-716
200,116,219,739,130,1411,-649
210,-221,363,817,542,2425,-667
220,-457,463,2562,322,1878,-458
230,-751,63,2042,1056,1894,-186
240,-660,42,2131,564,1516,-728
250,-545,337,1868,8,1338,-587
260,-543,537,1210,-625,1684,-656
270,-444,733,960,-679,2237,-29
280,-589,753,1141,-505,2961,647
290,-941,644,2410,68,2969,763
300,-1298,164,3394,851,2086,1001
310,-1286,103,3812,533,902,864
320,-1141,3,2730,331,407,623
330,-1235,79,2557,-19,658,178
340,-1039,735,2760,-506,762,303
350,-873,802,2589,-414,347,596
360,-732,828,2646,-571,153,919
370,-651,318,2588,-493,-197,966
380,-630,184,2541,-596,-752,1257
390,-442,492,1254,-1322,-572,1661
400,-608,-465,1095,-925,-216,895
410,-709,-1072,1938,-890,170,50
420,-909,-374,2247,-182,15,-284
430,-779,-361,2246,1790,-194,-3727
440,-779,-350,2089,-97,-124,-282
450,-1061,-7,2494,135,-373,5
460,-1031,-100,2677,469,-661,-120
470,-1044,24,3086,458,-1364,18
480,-990,48,2857,529,-1891,353
490,-894,-81,2433,861,-2132,279
500,-824,-432,2056,890,-2019,146
510,-737,-879,1739,1292,-1502,-520
520,-704,-619,2303,1384,-1141,-1146
530,-661,-234,2528,1557,-2047,-888
540,-424,-519,1582,1755,-2285,-707
550,-452,-420,1722,1992,-1230,-1413
560,-339,71,2339,1713,-2518,-740
570,-297,-552,845,1778,-2605,-630
580,-212,-369,799,1830,-703,-1928
590,-141,1049,1814,2201,-1102,-1583
600,-188,548,1314,2158,-1515,-928
610,-112,773,1349,2050,-822,-1369
620,-54,1097,1214,1549,-883,-993
630,-43,1322,1316,1419,-265,-867
640,-49,1261,1583,1129,-351,-474
650,-110,1162,1821,1168,-149,-407
660,-77,919,1678,726,-668,-133
670,-51,1017,1548,814,-43,-505
680,-114,1286,1845,853,-311,-34
690,-66,850,1468,560,-294,27
700,-28,946,1612,554,253,-302
710,-11,1027,1736,290,113,-138
720,-71,928,1786,1,306,-258
730,-85,994,1958,-350,233,-426
740,-74,996,1842,-460,198,-306
750,-11,999,1990,-378,244,-385
760,-14,1066,1868,-492,-14,-87
770,11,879,1777,-412,65,-47
780,-7,768,1709,-387,141,-31
790,-100,793,1870,-337,356,-181
800,-94,786,2005,-404,160,-120
810,-91,575,1775,-665,369,-316
820,-127,944,2130,-469,302,-221
830,-96,823,1945,-374,-40,15
840,-47,679,1880,-325,134,-157
850,-67,645,1718,-481,122,-115
860,-114,776,1988,-405,362,-314
870,-123,744,1981,-400,-42,29
880,-138,593,1814,-252,154,-153
890,-142,714,2035,-319,135,-145
900,-141,669,1829,-677,70,-58
910,-126,674,1820,-683,306,-188
920,-149,769,2111,-706,181,-55
930,-162,616,1917,-517,116,-38
940,-173,596,1913,-394,129,16
950,-216,569,2026,-558,209,-48
960,-184,537,2021,-638,-2,62
970,-173,492,2018,-688,127,32
980,-157,438,2007,-662,98,50
990,-109,494,2090,-480,168,-67
