timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-2,-425,1886,-305,108,373
10,-55,-522,1922,-405,151,525
20,-3,-821,2084,-441,151,456
30,-23,-1024,2174,-325,-22,273
40,-5,-1068,2105,-252,-145,173
50,33,-1013,2001,-235,-145,127
60,26,-1019,2017,-197,-248,89
70,99,-1047,1956,-131,-283,-66
80,25,-963,1781,-55,-113,-127
90,22,-845,1797,-52,34,-118
100,25,-833,1740,39,1,-70
110,76,-969,1700,76,49,-121
120,146,-1145,1741,108,55,-263
130,104,-1085,1605,123,65,-402
140,162,-1035,1339,185,287,-444
150,88,-1000,1324,157,410,-618
160,-21,-766,1278,189,572,-592
170,-35,-618,1223,57,848,-437
180,-83,-480,1093,-50,1346,-248
190,-166,-373,1341,113,1744,243
200,-232,-249,1396,209,1618,259
210,-326,-2,1200,297,2020,715
220,-364,109,1584,92,2149,1037
230,-517,23,1521,-174,2166,1283
240,-549,69,1743,-399,2350,1515
250,-704,-87,2095,-543,2257,1721
260,-767,-530,2433,-491,2099,1882
270,-680,-1079,2608,-456,1667,1659
280,-768,-1259,2589,-340,1387,1145
290,-814,-1305,2336,47,1193,1406
300,-775,-1244,2425,-496,1140,489
310,-1009,-2235,3888,-557,360,23
320,-1077,-1302,3422,-68,-202,-391
330,-874,-655,2804,76,-657,-199
340,-704,-695,2226,218,-690,18
350,-467,-1281,1855,146,-554,-139
360,-455,-1444,2771,0,-744,-485
370,-656,-1237,2408,59,-801,-894
380,-599,-1232,2387,77,-1184,-1054
390,-579,-1403,2740,232,-1963,-1249
400,-592,-1338,2910,318,-2592,-1565
410,-678,-1362,2701,591,-3159,-1661
420,-559,-1501,2185,1290,-3142,-1170
430,-485,-1705,2105,1356,-3419,-2112
440,-443,-1982,2350,1567,-3622,-2695
450,-399,-2061,1380,1941,-4294,-3237
460,-401,-1401,-892,1847,-2512,-3649
470,-208,-268,387,1798,-1095,-3487
480,48,171,232,1844,-351,-2940
490,149,266,896,2553,434,-2727
500,-126,569,599,1948,549,-2180
510,-4,1015,884,1674,656,-1416
520,-20,1197,1606,1497,749,-695
530,-35,1245,1636,1000,607,-19
540,-5,771,2101,553,750,490
550,84,10,2599,458,497,516
560,129,-227,2489,288,37,264
570,117,-122,2054,88,160,129
580,188,-194,2220,-110,143,29
590,228,-188,2238,-86,74,-8
600,225,-82,2144,60,101,-19
610,273,-2,2132,71,43,58
620,285,6,2104,59,43,66
630,281,21,2120,98,-46,119
640,291,22,1927,88,-21,211
650,296,-89,2030,-27,107,262
660,294,-172,2137,-40,74,135
670,307,-137,1997,-40,24,107
680,312,-178,2095,10,58,61
690,325,-205,2181,18,68,16
700,297,-179,2180,70,-12,15
710,286,-113,2177,94,-122,-20
720,275,-58,1993,118,-102,24
730,305,-131,1985,53,-45,68
740,316,-116,2064,53,-71,104
750,288,-90,2027,150,-88,-5
760,294,-43,2010,156,-49,71
770,297,-100,1928,130,-63,82
780,313,-105,2020,60,44,46
790,328,-112,2034,73,-9,13
800,353,-148,2098,131,-62,-24
810,319,-54,2011,82,-52,-24
820,291,-35,1995,78,35,-19
830,306,-7,2109,86,-29,-35
840,230,-2,2020,120,4,-45
850,304,-68,1938,-22,45,-10
860,293,-30,2117,-25,-28,49
870,258,-46,2015,8,31,27
880,302,-81,1967,37,68,27
890,300,-2,2051,77,-53,27
900,311,-118,1965,32,55,26
910,306,-96,2013,48,36,3
920,279,-99,2102,19,26,-52
930,279,-112,2135,123,6,-61
940,286,-142,1994,103,26,-67
950,292,-98,2057,10,115,-87
960,305,-81,2160,82,-17,-250
970,295,-37,2053,22,40,-50
980,295,-86,2062,44,-29,14
990,331,-140,2082,92,-19,-8
