timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,159,-869,1950,-184,13,124
10,148,-750,2095,-30,186,-65
20,186,-765,2249,9,-157,181
30,148,-918,2177,242,27,6
40,185,-927,2630,393,-396,67
50,120,-1172,2620,572,-706,-32
60,148,-1152,2386,842,-1078,972
70,126,-993,2021,1136,-872,-315
80,179,-867,2011,1304,-953,-182
90,163,-1113,1740,1499,-637,-519
100,189,-787,2089,1609,-543,-706
110,234,-780,1902,1613,-764,-572
120,259,-652,1761,1674,-551,-832
130,243,-389,1742,1561,-624,-842
140,295,-252,1686,1527,-453,-717
150,275,-306,1563,1402,-377,-714
160,273,-136,1540,1404,-59,-928
170,230,135,1778,1400,-30,-709
180,290,-249,1679,1400,-156,-602
190,280,-210,1484,1309,231,-1116
200,549,204,1737,1236,362,-781
210,200,442,1193,835,41,-803
220,214,249,1467,1356,857,-915
230,249,454,1104,604,646,-680
240,176,486,788,112,1520,-922
250,29,696,1167,-357,2081,-882
260,-61,263,1462,-948,2071,-690
270,-98,374,1747,-1158,2673,-1066
280,-129,692,1994,-971,2043,-432
290,-152,186,1452,-911,2181,-193
300,-219,411,1685,-864,2584,-182
310,-346,164,1478,-766,2447,322
320,-476,108,1469,-929,3090,78
330,-638,192,2270,-1269,3184,165
340,-613,128,2638,-1490,2557,422
350,-758,-184,2492,-1768,2082,590
360,-777,31,2569,-1400,2045,370
370,-720,-361,2538,-1292,1561,715
380,-733,-427,2766,-849,1619,571
390,-802,-301,2890,-994,1217,1458
400,-831,-676,2875,-679,776,640
410,-867,-678,3050,-642,505,275
420,-901,-514,3106,-321,-100,540
430,-908,-519,2977,-142,-355,418
440,-877,-296,2896,-21,-754,658
450,-861,-791,2571,187,-1076,693
460,-762,-1214,2317,309,-700,2
470,-751,-738,2467,309,-729,-278
480,-808,-735,2604,527,-831,-324
490,-774,-526,2762,1002,-1132,-492
500,-778,-297,2668,980,-1611,-305
510,-718,-451,2327,1202,-1921,14
520,-596,-667,2098,1529,-1632,-384
530,-501,-414,2123,1446,-1785,-420
540,-434,-293,1981,1538,-1782,-491
550,-407,-157,2076,1663,-1775,-444
560,-404,-17,2218,2025,-1826,-310
570,-409,70,2448,2561,-2428,91
580,-291,-292,1578,2327,-2914,267
590,-106,-382,1017,2514,-2350,-444
600,-20,70,1099,2475,-1729,-880
610,-4,349,1401,1971,-1492,-593
620,8,312,1805,1822,-1766,-556
630,90,411,1266,2036,-1581,-259
640,79,199,1207,1868,-1195,-426
650,97,485,1101,1384,-803,-720
660,157,926,1283,1309,-442,-657
670,123,1020,1386,972,-240,-416
680,148,1221,1662,899,37,-319
690,193,982,1687,706,-246,191
700,156,774,1534,501,81,-299
710,179,1083,1872,238,54,-310
720,170,964,1774,87,-80,-15
730,200,922,1839,99,91,-125
740,225,852,1850,0,-53,22
750,242,849,1806,47,165,-156
760,236,907,1969,39,109,67
770,209,731,2002,21,67,150
780,184,621,2106,-84,70,-173
790,187,738,2077,-257,-114,-104
800,242,647,1757,-542,-16,-215
810,275,806,1878,-398,171,-318
820,279,797,1876,-377,114,-201
830,282,683,1784,-515,147,-232
840,270,771,1861,-653,330,-326
850,214,680,1961,-814,173,-188
860,190,522,1802,-1017,243,-357
870,247,717,1976,-892,429,-449
880,174,460,1923,-1210,185,-412
890,160,594,2023,-1064,420,-561
900,161,656,2185,-822,191,-306
910,124,592,2053,-734,65,-228
920,107,641,2039,-400,172,-138
930,190,510,2063,-439,-2,48
940,157,381,1887,-375,140,-153
950,114,393,1973,-471,98,-117
960,107,438,2022,-340,255,-234
970,171,366,2111,-355,155,-226
980,115,439,2091,-355,71,-38
990,134,417,2073,-286,54,-64
