timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,39,-874,2096,78,-120,0
10,52,-997,2095,35,-212,29
20,105,-1198,2275,24,-361,-43
30,139,-1372,2305,27,-591,-192
40,168,-1275,2314,10,-730,-376
50,253,-1544,2341,31,-1269,-684
60,84,-1355,2129,32,-1571,-756
70,115,-1153,1870,113,-1467,-783
80,138,-1249,1107,122,-1167,-725
90,295,-1542,1148,156,-450,-988
100,353,-1504,1875,294,-532,-1320
110,396,-1080,1513,422,-588,-1270
120,296,-842,1305,513,-330,-1221
130,323,-812,1342,527,-157,-1090
140,239,-715,1216,615,68,-1211
150,254,-761,1223,509,246,-1177
160,195,-687,1243,319,625,-1182
170,190,-583,1436,312,796,-1094
180,150,-302,1707,235,772,-941
190,168,-103,1731,281,739,-683
200,115,-5,1644,287,750,-439
210,103,79,1230,253,1081,-183
220,15,234,1551,188,1225,139
230,-39,369,1462,35,1487,650
240,-82,186,1408,-20,1811,1223
250,-50,-301,1824,-81,1923,1209
260,-121,-609,2266,-55,1772,1133
270,-317,-265,1809,-126,1892,1216
280,-471,23,1621,-230,2294,1705
290,-236,-27,1875,-414,2208,2174
300,-340,20,1624,-595,2126,2490
310,-445,-200,1863,-748,1897,2846
320,-335,-1008,2706,-684,1665,2807
330,-457,-2142,3225,-300,1149,1927
340,-407,-1840,2601,-114,860,1210
350,-551,-1184,2217,-561,756,773
360,-581,-1283,2485,-704,581,586
370,-592,-1387,2814,-488,380,450
380,-552,-1322,2835,-236,33,286
390,-555,-1279,2543,42,-89,257
400,-525,-1419,2684,129,-418,-28
410,-521,-1458,2493,122,-647,-231
420,-531,-1496,2600,76,-806,-558
430,-501,-1404,2727,74,-1145,-811
440,-416,-1320,2717,-7,-1537,-1054
450,-417,-1036,2854,-94,-2175,-1147
460,-400,-793,2907,-212,-2894,-1184
470,-466,-661,2524,-242,-3257,-1043
480,-373,-853,2206,40,-3390,-914
490,-154,-1066,1639,15,-3204,-1258
500,-35,-1341,1498,-169,-2884,-1327
510,170,-1614,1504,-198,-2514,-1820
520,218,-1859,1925,-273,-2862,-2378
530,123,-1248,1599,-202,-3057,-2698
540,-86,-657,699,-131,-2892,-2777
550,206,-388,182,-216,-1364,-2138
560,354,-653,728,122,-705,-1981
570,459,-523,789,461,-86,-1859
580,508,-354,1046,791,192,-1776
590,533,-212,1008,1025,339,-1558
600,489,-190,1363,1131,461,-1424
610,552,-53,1678,1160,429,-1188
620,521,-51,1756,1068,327,-839
630,523,-290,1797,864,191,-719
640,597,-303,1862,704,383,-653
650,544,-173,1982,654,343,-644
660,535,32,1962,457,401,-376
670,589,-26,1918,356,349,-115
680,568,-195,1824,249,427,-80
690,630,-181,2090,237,432,3
700,658,-307,2183,209,336,-35
710,696,-297,2002,211,154,-32
720,636,-240,1708,105,200,-4
730,686,-364,1877,-8,472,76
740,718,-343,2162,59,319,4
750,578,-323,1768,112,528,77
760,658,-418,1899,108,681,61
770,652,-404,2214,192,636,48
780,645,-453,2176,239,354,57
790,650,-389,2128,278,161,-55
800,594,-271,1783,195,163,-14
810,658,-303,1882,77,258,19
820,549,-214,1846,49,311,108
830,551,-240,1842,40,421,108
840,604,-437,2066,163,520,95
850,634,-497,2168,213,339,-32
860,593,-429,1998,219,191,-147
870,589,-363,2074,195,212,-131
880,539,-257,2059,301,39,-88
890,462,-187,1895,302,199,-37
900,507,-221,1854,200,228,5
910,509,-371,2095,108,201,-4
920,510,-343,2012,79,95,55
930,544,-339,2079,8,-12,-20
940,556,-379,2067,-37,-95,2
950,489,-319,1924,-16,-162,6
960,523,-425,1982,-14,-94,24
970,541,-384,1836,-69,-166,-41
980,522,-318,1662,-112,104,-21
990,542,-280,2003,-65,150,12
