timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,647,-204,1768,-84,-64,111
10,640,-239,1771,-72,-63,7
20,646,-253,1799,-39,-13,-53
30,629,-234,1780,-54,37,-212
40,632,-276,1708,-55,93,-230
50,622,-311,1730,-137,261,-358
60,621,-280,1732,-111,276,-432
70,606,-270,1696,-116,327,-480
80,595,-448,1441,-66,489,-666
90,513,-438,1466,-215,891,-868
100,483,-269,1711,-251,1018,-926
110,445,-327,1568,-298,937,-986
120,356,-342,1253,-253,1417,-1239
130,287,22,1699,-385,1569,-1230
140,226,322,1666,-184,1606,-1044
150,134,272,1394,250,1865,-979
160,2,484,1176,-855,2031,-716
170,-232,598,1323,-2438,2128,-206
180,-315,644,1456,-2605,2702,2222
190,-392,560,2027,-1387,3607,408
200,-478,349,2562,-1370,3068,625
210,-540,376,2769,-1170,3040,823
220,-513,144,2586,-105,2798,745
230,-568,-119,2435,-942,2832,919
240,-548,-121,2827,-1277,2246,1039
250,-736,-163,2814,-1294,1717,1087
260,-682,-19,2584,-1569,1351,1139
270,-706,40,2425,-1744,1351,1202
280,-580,-185,3325,-1476,808,1655
290,-577,-728,2857,-933,98,1248
300,-525,-631,2508,-846,-168,1177
310,-551,-661,2406,-681,-297,1205
320,-599,-538,2363,-636,-479,1343
330,-528,-708,2274,-750,-755,1397
340,-444,-1034,2067,-827,-630,1293
350,-433,-968,2040,-479,-737,1176
360,-422,-999,2202,-227,-605,994
370,-385,-1144,2527,96,-833,943
380,-369,-1251,2664,461,-1138,777
390,-390,-1252,2755,791,-1449,493
400,-442,-1387,2559,1107,-1861,240
410,-415,-1428,2264,1345,-1831,-203
420,-407,-1279,2311,1488,-1780,-594
430,-392,-1141,2239,1526,-2061,-807
440,-377,-856,2209,1523,-2056,-1069
450,-337,-594,2208,1351,-2198,-1200
460,-320,-562,2213,1550,-2176,-1441
470,-224,-409,2098,1582,-2396,-1252
480,-170,-224,2168,1835,-2325,-1319
490,-95,-174,1712,1677,-2574,-1099
500,71,-353,1367,1600,-2141,-1280
510,231,-398,1456,1331,-1731,-1529
520,284,-777,1426,1137,-1735,-1587
530,282,-551,1371,941,-1413,-2420
540,187,222,1372,944,-1480,-2376
550,153,701,1019,794,-1166,-2168
560,144,1051,1004,983,-494,-1719
570,205,1121,1341,1104,-117,-1269
580,199,1035,1524,1198,28,-891
590,226,1024,1706,1087,120,-532
600,268,829,1873,934,116,-374
610,301,692,1974,763,-37,-247
620,314,539,1860,275,24,-358
630,333,613,1985,105,-41,-257
640,492,593,1828,-109,-31,-66
650,349,640,1851,53,113,-42
660,459,508,1988,130,220,-141
670,475,528,1901,149,33,-101
680,425,643,1815,90,131,-58
690,460,512,1896,-1,114,-17
700,424,547,1952,76,214,-8
710,474,446,2149,84,206,14
720,464,409,2141,78,8,5
730,485,477,2048,30,-12,3
740,462,389,2109,80,-32,-68
750,474,389,2040,75,-41,-94
760,436,529,1981,106,-72,-15
770,437,551,1895,103,-35,128
780,454,418,1910,-14,-22,49
790,438,532,1999,-147,12,-70
800,426,589,1908,-37,-35,44
810,436,433,1903,-11,39,91
820,457,411,1972,39,97,16
830,450,521,1949,18,-7,78
840,430,402,1939,41,43,107
850,455,375,2056,0,-82,101
860,426,475,1930,18,-85,-14
870,444,450,1941,64,-57,86
880,430,367,1900,10,9,-12
890,414,486,1981,39,-64,9
900,437,482,1931,71,-36,-8
910,465,502,1937,37,-39,53
920,451,460,1844,46,-21,64
930,455,532,1953,29,35,28
940,458,473,1976,4,-28,79
950,492,465,2002,5,-24,33
960,423,426,1901,29,-65,-33
970,462,459,1980,7,-11,-3
980,451,478,1895,55,-5,-13
990,478,432,1931,75,8,44
