timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-1728,-2545,-673,1932,-4207,1309
10,-2706,-3687,-3751,-1982,2434,-853
20,938,-525,-843,-7871,3243,-3532
30,-2046,-942,260,-6545,1569,-1237
40,835,-336,-1228,-1582,-1370,-611
50,1320,-1431,-1371,-8246,-730,-1505
60,1536,-1579,-2896,-6802,1,-2190
70,1407,-372,-1577,-4877,1830,-1858
80,1273,59,-1903,13901,1556,-3904
90,1101,-634,-669,-973,1263,708
100,452,-1016,-1688,-1339,437,-234
110,544,-463,-1690,2084,2160,-408
120,310,-836,-792,1424,2637,74
130,1853,-487,-828,3625,1838,821
140,2210,-561,-816,1061,-6,1472
150,1802,-1233,-1328,521,-530,2070
160,1338,-2170,-1231,-1182,-377,1137
170,1154,-2110,-1127,-203,128,-744
180,1163,-1419,-1093,-845,273,-1322
190,1555,-972,-990,-488,-269,-714
200,1266,-830,-1168,-26,-547,202
210,1282,-1201,-1431,-567,-361,353
220,1247,-1326,-1360,-169,-21,-535
230,1324,-952,-1158,-169,-356,-829
240,1282,-722,-1323,-329,-527,-493
250,1301,-844,-1320,-372,-510,-248
260,1086,-1030,-1460,-1173,-694,-232
270,1372,-994,-1625,-317,124,-669
280,1204,-760,-1380,-466,517,-680
290,1307,-704,-1137,-272,182,-294
300,1289,-769,-1321,-244,35,116
310,1274,-1055,-1236,-603,-266,15
320,1340,-937,-1501,64,162,-277
330,1276,-887,-1301,-56,261,-182
340,1275,-857,-1322,-46,56,-38
350,1242,-952,-1163,-392,-170,10
360,1257,-814,-1454,36,3,-48
370,1298,-823,-1436,207,233,19
380,1295,-859,-1287,160,82,55
390,1316,-844,-1349,217,133,88
400,1308,-862,-1309,339,95,26
410,1318,-911,-1370,566,-170,-157
420,1302,-795,-1377,250,95,62
430,1311,-881,-1279,229,9,38
440,1317,-940,-1308,368,65,77
450,1325,-890,-1377,282,6,-90
460,1343,-856,-1301,177,72,39
470,1288,-959,-1299,244,25,11
480,1299,-962,-1289,239,-41,-1
490,1309,-867,-1367,119,52,-47
500,1309,-912,-1280,114,-2,-34
510,1305,-895,-1314,34,-64,110
520,1280,-936,-1337,95,17,-59
530,1291,-916,-1314,136,35,52
540,1282,-931,-1314,68,5,43
550,1305,-956,-1322,77,24,-13
560,1304,-936,-1292,125,47,-33
570,1282,-920,-1302,85,26,22
580,1297,-905,-1302,74,54,-6
590,1303,-922,-1312,106,35,61
600,1296,-919,-1291,56,39,60
610,1291,-936,-1319,62,33,21
620,1280,-936,-1310,57,27,-7
630,1290,-942,-1303,96,56,41
640,1281,-927,-1289,62,26,26
650,1322,-947,-1308,109,23,45
660,1293,-980,-1302,56,46,-55
670,1328,-932,-1305,50,13,-36
680,1297,-957,-1289,39,18,-51
690,1283,-963,-1300,10,34,-25
700,1293,-946,-1295,27,40,-32
710,1307,-910,-1303,67,54,-58
720,1278,-918,-1295,60,56,-33
730,1278,-927,-1306,39,35,-21
740,1316,-961,-1291,72,15,-16
750,1317,-945,-1283,43,50,8
760,1305,-933,-1292,39,44,-23
770,1315,-930,-1293,39,42,-67
780,1301,-922,-1280,36,16,8
790,1319,-952,-1290,39,28,-5
800,1348,-964,-1286,47,59,-51
810,1311,-934,-1299,25,7,51
820,1274,-948,-1282,19,44,-61
830,1304,-952,-1292,-1,9,4
840,1304,-949,-1315,19,48,-2
850,1306,-953,-1302,36,15,11
860,1291,-912,-1272,-26,34,56
870,1313,-986,-1297,21,52,21
880,1322,-949,-1282,61,-23,-24
890,1296,-962,-1301,15,50,-48
900,1311,-953,-1285,-5,32,-19
910,1307,-931,-1273,9,-21,-17
920,1316,-946,-1282,32,20,-63
930,1295,-936,-1281,15,6,-38
940,1297,-955,-1287,31,40,22
950,1314,-956,-1275,23,26,30
960,1292,-953,-1301,24,36,-2
970,1292,-982,-1289,15,57,1
980,1291,-951,-1295,-3,52,10
990,1335,-960,-1291,7,58,42
