timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1940,-88,573,-87,-87,71
10,1911,-142,554,-68,-91,12
20,1958,-49,546,-112,-18,20
30,1934,13,592,-126,-98,46
40,1939,15,577,-142,-140,128
50,1988,100,629,-122,-138,34
60,2005,175,443,-319,-279,449
70,1844,462,639,-422,-471,751
80,2000,293,704,-589,-388,1163
90,1916,109,460,-679,-455,1404
100,1940,35,507,-886,-820,1688
110,1854,-106,369,-1072,-900,1807
120,1876,-381,380,-949,-782,1770
130,1940,-824,246,-726,-551,1590
140,1997,-954,359,-533,-492,1118
150,1911,-955,247,-394,-293,813
160,1922,-906,268,-363,-222,675
170,1920,-862,209,-343,-176,517
180,1896,-656,316,-362,19,302
190,1895,-659,219,-374,-112,305
200,1956,-595,343,-205,-29,105
210,1965,-597,349,-60,66,-29
220,1919,-469,301,43,68,-60
230,1908,-455,295,56,52,-4
240,1980,-530,370,-18,33,-14
250,1940,-568,282,-109,-77,78
260,1969,-613,319,-115,-45,94
270,1917,-631,243,-83,-28,-3
280,1869,-540,274,43,20,-41
290,1914,-553,262,50,90,-20
300,1951,-539,318,69,124,-52
310,1931,-549,275,84,125,-74
320,1916,-502,288,59,144,-31
330,1907,-533,305,72,175,-3
340,1929,-549,329,58,114,49
350,1951,-601,349,61,125,-55
360,1929,-593,293,119,67,3
370,1911,-547,289,119,95,-80
380,1911,-580,273,124,188,-52
390,1949,-596,311,136,248,-100
400,1930,-565,336,207,251,-120
410,1942,-600,316,390,424,-226
420,1945,-636,377,530,552,-333
430,1982,-448,503,361,425,-375
440,1986,-499,433,142,116,-134
450,2120,-559,408,125,174,-160
460,2020,-456,494,-34,-138,-6
470,1976,-435,406,-58,-97,-30
480,1916,-464,384,53,19,-46
490,1920,-458,380,23,-29,67
500,1948,-531,438,31,36,-29
510,1965,-524,412,19,16,10
520,1901,-550,369,-44,-93,-8
530,1933,-574,409,-24,-91,20
540,1896,-562,323,-4,-127,-71
550,1930,-483,350,15,1,38
560,1928,-466,347,50,25,-82
570,1953,-470,375,59,26,-22
580,1959,-506,402,56,-13,-33
590,1913,-461,412,44,26,-23
600,1912,-490,400,31,36,49
610,1936,-545,385,57,42,-13
620,1933,-518,369,40,95,24
630,1927,-525,380,73,120,-30
640,1919,-561,358,-19,-40,29
650,1918,-519,422,-46,10,-17
660,1940,-537,370,-10,-50,3
670,1939,-491,371,3,-41,-57
680,1956,-473,390,38,-5,-60
690,1945,-446,404,38,-32,15
700,1999,-441,507,-27,-123,92
710,1968,-501,392,-52,-299,2
720,1959,-519,407,-73,-293,110
730,1966,-586,388,-52,-315,-2
740,1948,-417,437,-90,-537,44
750,1912,-597,189,-15,-397,-32
760,1900,-562,229,-84,-417,-49
770,1964,-589,230,33,-320,-81
780,1949,-522,269,145,-279,-224
790,1981,-452,302,205,-261,-225
800,1954,-427,269,185,-404,-115
810,1998,-395,385,210,-396,-105
820,2014,-534,291,319,-386,-192
830,1957,-424,250,332,-317,-117
840,1897,-350,202,259,-450,-50
850,1936,-370,203,187,-251,-48
860,1940,-493,162,192,-320,42
870,1967,-471,195,174,-243,-14
880,1970,-501,147,131,-139,30
890,1987,-529,163,158,-19,-45
900,1999,-509,233,104,-147,-45
910,1982,-536,180,120,-40,-57
920,1979,-469,170,111,-26,13
930,1977,-439,188,68,11,-31
940,2005,-340,215,44,33,25
950,1927,-373,139,-34,-108,126
960,1964,-431,196,-61,-19,109
970,1945,-477,153,-49,29,101
980,1965,-477,193,-78,0,199
990,1935,-514,143,-107,68,144
