timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-70,-288,1483,148,85,-813
10,-49,-207,1447,-13,162,-466
20,-114,-673,1194,-76,446,-284
30,-275,-1104,1197,-247,1219,-609
40,-430,-1365,1365,-726,2528,-856
50,-589,-1096,1454,-789,4741,-869
60,-902,-1279,2195,2522,6537,-476
70,-1232,-2036,3288,4216,6070,-1239
80,-1249,-1339,4047,2323,3813,-3117
90,-1112,317,4411,1337,17,-2924
100,-1118,716,2874,1825,-1520,-834
110,-1015,152,2548,4894,-315,-840
120,-914,506,2726,5194,-611,-725
130,-758,912,2510,5309,-1552,-367
140,-159,916,2156,5304,-2219,98
150,-508,1098,2573,5940,-4049,348
160,-417,1436,2233,3253,-7262,1100
170,-484,1311,1344,1606,-8938,1577
180,-406,924,-53,-304,-7948,1213
190,-161,1251,-957,-1155,-4679,755
200,-40,1700,-1036,-980,-902,1870
210,-92,1335,-28,106,1489,3582
220,-41,226,640,-1580,994,3672
230,-172,-335,404,-2635,1100,2750
240,-241,-426,350,-3272,1749,2401
250,-407,-606,479,-3371,2594,2150
260,-445,-752,875,-3542,3780,1715
270,-524,-997,1787,-3260,4902,2028
280,-594,-1861,2610,-2277,5256,2307
290,-736,-3377,3006,-1250,5191,1192
300,-982,-3963,3695,514,5228,-2005
310,-1134,-2652,4283,-791,4046,-4188
320,-1028,-1117,4536,-132,1934,-4343
330,-985,-150,4335,1995,-505,-3102
340,-1033,-198,3047,2589,-1031,-2802
350,-1003,168,3197,3773,-759,-2477
360,-901,869,3117,4851,-1093,-2232
370,-769,1528,2773,6776,-1131,-1573
380,-605,1787,2465,9029,-1541,-615
390,-453,1752,2120,5836,-2369,465
400,-378,1907,1670,4062,-3422,1309
410,-200,1848,1704,3859,-4542,1842
420,-67,1882,1207,1144,-5963,2442
430,-109,1805,339,342,-6550,3012
440,-35,1394,-717,-1106,-5619,3291
450,11,1229,-1784,-195,-640,2107
460,236,1379,77,282,1052,3795
470,45,340,127,-2178,372,3876
480,48,392,100,-4479,-87,3221
490,-299,442,-431,-3361,1364,3331
500,-481,436,210,-2529,2549,4565
510,-598,-479,265,-3668,3102,4557
520,-967,-976,618,-3508,3913,4239
530,-924,-1256,1379,-3656,4912,3841
540,-516,-1656,2950,-3428,5169,3674
550,-376,-2336,3900,-1811,4265,3321
560,-273,-3094,4027,-2448,2546,1791
570,-239,-2790,3821,-2581,358,-604
580,-463,-1784,2365,-3153,-170,-1084
590,-431,-1497,1948,-1706,977,-1205
600,-264,-1251,2564,-1096,1554,-1429
610,-116,-1064,3188,-994,1076,-1366
620,-35,-863,3405,-264,340,-1282
630,-11,-636,3197,-51,-567,-1081
640,-4,-516,2547,122,-830,-859
650,-56,-377,2176,273,-821,-719
660,-17,-260,1852,378,-684,-450
670,10,-332,1730,295,-470,-78
680,53,-517,1651,261,-222,91
690,55,-756,1834,199,-152,183
700,75,-848,1821,13,-155,131
710,22,-761,1822,-4,-59,34
720,12,-640,1950,86,-80,81
730,-22,-732,1924,96,-133,166
740,-48,-822,1881,136,-130,124
750,-9,-839,1790,89,-150,132
760,-53,-888,1772,74,-78,42
770,-31,-818,1790,101,-29,26
780,-131,-639,1859,120,56,59
790,-11,-785,1818,145,57,-11
800,14,-656,1921,116,121,-49
810,-5,-699,1960,59,48,40
820,-10,-656,1943,37,34,-17
830,-19,-678,1966,78,43,-4
840,-14,-689,2020,9,-43,-59
850,-20,-740,1944,20,-35,43
860,-31,-814,1872,17,8,83
870,-44,-735,1901,35,84,49
880,-28,-788,1937,4,89,143
890,-16,-847,1940,22,114,58
900,-18,-806,1988,40,67,5
910,-33,-805,1995,42,26,-16
920,116,-784,2061,-43,2,-7
930,-54,-811,1956,-77,-43,-53
940,-25,-711,1927,59,69,-7
950,-28,-708,1997,61,-24,71
960,-42,-747,1926,136,-26,-6
970,-18,-692,1943,122,-44,0
980,8,-694,1973,145,-48,4
990,33,-688,1938,92,-5,85
