timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-837,96,2228,-953,1054,1271
10,-876,-134,2141,-949,1258,1448
20,-948,-356,1977,-719,1470,1445
30,-896,-291,2177,-577,1200,1755
40,-902,-354,2504,-174,1215,1807
50,-927,-591,2582,90,860,1695
60,-928,-511,2811,44,407,1083
70,-835,-236,2789,88,-169,842
80,-865,-214,2257,189,-539,689
90,-842,-134,1858,204,-635,654
100,-701,-73,1849,88,-771,710
110,-523,-56,2220,-112,-1095,920
120,-232,-100,2963,-165,-1897,765
130,-238,-153,3811,272,-3179,727
140,-326,-280,3763,998,-4615,778
150,-781,-704,2501,1938,-5462,338
160,-891,-880,1236,2417,-5491,-337
170,-768,-797,532,2302,-5062,-726
180,-578,-592,140,1545,-4131,-1404
190,-344,-294,284,899,-3281,-1600
200,-83,-300,748,422,-2551,-2046
210,136,-453,1353,378,-2143,-2520
220,148,-398,1524,676,-1985,-3055
230,113,-254,1418,734,-1676,-3439
240,-86,203,988,491,-1318,-3703
250,-210,1028,346,101,-453,-3616
260,-51,1768,13,-580,523,-2803
270,10,1608,39,-1095,1539,-1680
280,-74,1477,765,-1152,2481,-1168
290,-118,1952,2210,-1068,2674,-613
300,-158,1654,3012,-608,2278,-97
310,-227,1272,3060,-388,1821,186
320,-232,1389,3110,-447,1615,678
330,-208,1238,3097,-696,1266,1477
340,-161,977,3375,-804,661,2163
350,-36,427,3567,-821,7,2441
360,96,-61,3749,-483,-928,2407
370,171,-800,3191,149,-1563,1705
380,278,-1513,2540,654,-1794,739
390,386,-1833,2040,589,-1956,-248
400,376,-1638,1610,305,-1725,-1233
410,266,-1290,1249,239,-1484,-1938
420,171,-437,932,60,-1047,-2333
430,57,-56,655,-52,-421,-2400
440,6,578,465,119,397,-2366
450,-124,946,413,76,1218,-1944
460,-183,1464,1427,-268,1618,-1301
470,-239,1317,1900,-105,1638,-1146
480,-331,1423,1949,-50,1699,-985
490,-408,1509,1609,-102,2014,-870
500,-511,1272,1568,-499,2054,-590
510,-596,1581,1155,-694,2802,-255
520,-493,1908,2151,-1163,2784,1258
530,-280,1699,3679,-1245,1859,2602
540,-196,697,3914,-976,669,3193
550,-121,-176,3541,-481,-175,3010
560,60,-691,2901,-110,-707,2370
570,31,-1631,1758,-258,-667,1199
580,99,-1414,1543,-630,-274,256
590,-54,-525,1653,-895,28,-354
600,-169,-102,1889,-667,162,-384
610,-173,231,2225,-185,314,-406
620,-190,268,2346,252,208,-220
630,-178,181,2159,460,126,-137
640,-130,73,2043,282,-68,-22
650,-209,121,2019,-86,-252,98
660,-267,254,2020,-165,-432,-40
670,-247,257,2063,-39,-550,-78
680,-193,246,2092,178,-479,-212
690,-159,197,2126,291,-239,-288
700,-78,155,2161,149,-21,-182
710,-72,126,2133,30,95,-50
720,-119,70,2109,-34,232,-49
730,-118,236,2170,-22,298,163
740,-141,187,2034,-40,162,109
750,-124,160,1924,-100,-87,94
760,-132,241,1966,-117,-140,139
770,-112,243,2063,-62,-176,47
780,-134,243,2097,4,-141,44
790,-103,201,2087,78,-35,-49
800,-98,174,2058,77,-76,-41
810,-67,184,2044,36,-126,-29
820,-139,228,2089,-29,-70,-66
830,-163,205,2087,-74,-23,-89
840,-131,204,2064,-22,-7,-111
850,-112,177,2075,73,75,-180
860,-97,149,2087,64,193,-210
870,-118,172,2090,-21,267,-73
880,-125,162,2078,-123,286,59
890,-153,170,2069,-148,387,53
900,-131,175,2059,-189,341,158
910,-152,167,2035,-111,239,221
920,-98,167,2175,-38,-142,306
930,-166,243,2062,-6,-46,149
940,-165,214,2004,-4,-2,43
950,-159,205,2069,-4,2,111
960,-138,182,2099,-26,41,54
970,-120,141,2124,-41,119,19
980,-149,175,2113,-43,78,48
990,-184,171,2032,-20,-103,31
