timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-433,-447,2265,6,-270,-256
10,-411,-416,2212,-122,-327,-300
20,-384,-288,2308,-233,-319,-343
30,-322,-300,2420,-402,-507,-400
40,-342,-345,2468,-366,-701,-339
50,-433,-604,2729,-313,-860,-265
60,-419,-982,3191,-177,-1434,-388
70,-350,-1041,2908,21,-2018,-702
80,-331,-1021,2899,3,-2567,-865
90,-318,-1069,2859,83,-3445,-927
100,-318,-1078,2762,216,-4015,-1062
110,-334,-1004,2176,212,-4396,-1279
120,-208,-949,1567,501,-4070,-1426
130,-119,-763,1078,645,-3402,-1626
140,-38,-615,648,953,-2624,-1679
150,20,-408,528,958,-1718,-1841
160,129,-159,621,1188,-960,-1940
170,73,115,505,1042,-520,-1799
180,143,325,445,1090,310,-1597
190,94,568,657,1144,540,-1430
200,-40,724,286,831,1297,-1258
210,-134,1342,869,389,2407,-1083
220,-186,1816,1777,26,2482,-473
230,-161,1883,1765,-674,1936,10
240,-327,2433,1689,-1126,2330,856
250,-275,2381,2315,-847,2801,1781
260,-188,1609,2728,-791,2377,2450
270,-181,159,3947,-789,1808,2379
280,-31,-977,4365,-464,420,1920
290,46,-1071,3948,-287,-657,1375
300,82,-921,3319,-82,-1213,944
310,227,-1647,2558,-71,-1682,691
320,357,-2341,1538,1,-861,-138
330,424,-1964,2079,340,-626,-827
340,373,-1540,1936,471,-1145,-1185
350,294,-1315,1059,439,-791,-1438
360,305,-864,1077,441,-301,-1526
370,289,-473,1127,568,-333,-1378
380,248,-364,527,556,220,-1505
390,223,92,1022,799,639,-1397
400,110,389,1029,1010,856,-1341
410,-106,1009,905,396,1092,-1147
420,-395,1880,1393,-291,1613,-610
430,-617,2293,2143,-691,1824,-33
440,-465,1928,2231,-1049,1665,704
450,-345,1660,2614,-1048,1950,1368
460,-316,647,3337,-747,1653,1533
470,-168,48,3772,-718,570,1231
480,-243,229,3128,-697,15,970
490,-188,265,2869,-714,-253,1124
500,-239,-4,1728,-1076,-128,1393
510,32,-476,1444,-1127,640,1146
520,81,-598,1757,-1001,1028,1030
530,79,-878,2084,-917,888,947
540,13,-1289,2377,-476,587,794
550,-9,-1332,2504,20,224,402
560,-80,-1001,2334,87,-114,111
570,-312,-597,1930,125,24,145
580,-410,-467,1901,239,404,175
590,-285,-450,2180,207,291,132
600,-283,-365,2055,246,235,131
610,-242,-309,2177,341,174,84
620,-212,-361,2137,347,48,7
630,-247,-260,2084,272,-115,-9
640,-247,-180,2072,214,-198,-63
650,-219,-143,1935,210,-178,-43
660,-174,-184,1983,194,-235,-94
670,-182,-172,1786,216,-95,-30
680,-222,-105,2028,121,-91,-2
690,-202,-78,2071,87,-125,13
700,-228,-138,1968,86,-18,53
710,-196,-174,2099,87,-60,-51
720,-184,-74,2105,25,-131,-7
730,-208,-127,1940,25,-100,-33
740,-163,-113,2031,47,-27,-9
750,-130,-79,2132,23,-169,-36
760,-205,-107,2042,1,-172,54
770,-201,-153,2017,96,-114,37
780,-162,-113,2123,80,-54,-9
790,-129,-89,2059,34,-148,-17
800,-176,-53,2002,71,-109,11
810,-116,-97,2164,147,-175,28
820,-130,-64,2180,164,-165,64
830,-137,-30,2061,187,-402,30
840,-102,-114,1851,132,-231,81
850,-92,-99,1906,5,-133,62
860,-136,-68,2048,-5,-95,107
870,-125,-125,1882,-74,-150,49
880,-107,-199,2049,-29,15,79
890,-93,-198,2211,-104,-46,-17
900,-161,-172,2264,-84,-140,68
910,-152,-167,2109,74,24,8
920,-108,-198,2192,72,-102,61
930,-89,-178,2108,25,-114,-81
940,-97,-83,2077,-17,-124,13
950,-30,-101,2005,9,-80,-41
960,-84,-88,2029,-28,-55,-5
970,-53,-125,2012,0,-52,33
980,-67,-174,2096,-31,-26,8
990,-80,-129,2096,-22,-26,-24
