timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,-393,-224,2517,-98,379,523
10,-330,-289,2525,-64,293,466
20,-375,-357,2433,-130,180,424
30,-382,-362,2356,-236,134,291
40,-370,-273,2369,-196,164,288
50,-375,-219,2684,-171,-9,253
60,-378,-220,3209,-44,-540,281
70,-331,-157,3241,148,-1085,213
80,-491,-129,2972,293,-1572,37
90,-500,6,2727,396,-1898,-15
100,-381,23,2653,373,-2224,139
110,-547,-203,2139,304,-2406,23
120,-415,-19,2152,365,-2503,-227
130,-284,-215,1779,660,-2569,-362
140,-142,-412,1549,778,-2478,-609
150,5,-626,1370,967,-2488,-895
160,91,-735,1253,1295,-2425,-1258
170,150,-921,1056,1460,-2528,-1634
180,25,-1101,301,1330,-2096,-2149
190,-206,-786,-197,1318,-1211,-2867
200,-259,-67,-162,1027,58,-3019
210,-303,797,461,787,752,-2462
220,-280,1112,1251,446,1224,-1693
230,-291,1250,1939,279,1242,-1234
240,-306,1232,1824,65,1235,-879
250,-349,1610,1577,-341,1315,-586
260,-441,1731,1478,-728,1535,-109
270,-498,2222,2103,-1037,1657,548
280,-393,2321,3091,-1090,1148,1728
290,-238,1555,3304,-1200,428,2762
300,-136,496,3316,-1276,-124,3079
310,92,-1214,2740,-997,-226,2346
320,293,-1453,2807,-341,-20,929
330,372,-1499,2864,40,-240,88
340,358,-1411,2632,236,-339,-517
350,356,-1200,2379,504,-488,-946
360,272,-1083,1989,665,-497,-1331
370,168,-996,1605,753,-278,-1764
380,158,-499,1374,708,-18,-2069
390,25,177,1264,524,270,-1836
400,-31,652,1440,363,347,-1445
410,-143,851,1603,261,388,-1044
420,-195,1143,1516,201,457,-876
430,-334,1457,1364,-26,747,-604
440,-344,1918,1654,-532,777,-15
450,-367,1881,1783,-875,820,612
460,-374,1527,1829,-1122,911,1060
470,-351,1190,2169,-1251,959,1287
480,-286,753,2503,-1237,822,1376
490,-205,471,2817,-1135,520,1551
500,-141,-74,2782,-952,330,1569
510,18,-571,2748,-654,109,1272
520,127,-883,2625,-320,-37,784
530,155,-831,2495,-118,-261,566
540,75,-645,2309,-9,-357,265
550,-76,-537,1913,37,-221,49
560,-38,-271,1906,73,-83,6
570,-90,-236,1963,3,-3,38
580,-85,-65,2063,61,4,-22
590,-111,-9,2076,102,-55,97
600,-147,-73,1924,98,10,25
610,-154,-10,1926,65,-5,65
620,-92,-35,2004,29,6,73
630,-135,2,2081,-25,33,19
640,-88,-66,2145,-37,-1,135
650,-65,-124,2135,0,-19,65
660,-126,-93,2058,2,-16,-62
670,-67,-35,2049,35,-3,-94
680,-48,-25,2077,26,28,9
690,-93,34,2111,4,-6,-37
700,-85,90,2144,-3,-47,10
710,-119,79,2131,-49,-64,27
720,-149,113,2081,-28,-64,9
730,-167,103,2082,-36,-92,30
740,-151,96,1976,-100,-115,23
750,-102,96,1899,-161,-24,-57
760,-148,155,1965,-110,84,64
770,-100,94,1950,-105,122,66
780,-122,83,1948,-160,68,71
790,-94,75,1944,-184,132,97
800,-88,-35,1985,-150,155,92
810,-75,-3,2024,-117,156,65
820,-125,-49,1948,-145,210,77
830,-97,22,2030,-226,233,12
840,-153,-9,2044,-275,264,62
850,-131,10,2240,-294,203,31
860,-103,28,2255,-255,119,124
870,-123,-78,2184,-226,53,34
880,-87,-88,2148,-97,61,65
890,-90,-114,2099,-138,-10,56
900,-133,-109,2043,-107,16,-10
910,-101,-128,2061,-103,46,33
920,-107,-93,2045,-9,95,-56
930,-78,-129,2027,48,116,-5
940,-112,-89,2100,22,72,-64
950,-117,-22,2144,60,18,-19
960,-145,-19,2165,80,-35,-38
970,-161,14,2120,116,-57,-59
980,-197,13,2000,96,-27,-28
990,-152,40,2029,63,33,68
